"","SITE_ID","YEAR","LANDAREA","PFOR","PWETL","PURB","PAGT","RDDENS","POPDENS","ELEV","PRECIP_M","SAMPLED.x","DATECHEM","TEAM_ID.x","SAMP_LOC","PHSTVL","PHSTVLF","COND","CONDF","ANC","ANCF","TURB","TURBF","TSS","TSSF","COLOR","COLORF","DOC","DOCF","DIC","DICF","PTL","PTLF","SE","SEF","CA","CAF","MG","MGF","NA.","NAF","K","KF","NH4","NH4F","SO4","SO4F","NO3","NO3F","CL","CLF","NTL","NTLF","ZN","ZNF","SIO2","SIO2F","H","OH","HCO3","CO3","ALKCALC","CATSUM","ANSUM","ANDEF","SOBC","IONSTR","BALANCE","ORGION","CONCAL","CONDHO","DAY_SHIP","COM_LAB","COM_FLD","COM_IM","VISIT_NO","SITENAME","STATE","SOURCE","PROB_SITE","INDEX_SAMPTYPE","INDXVIS_BENT","RT_WSA","ECOREGL3","ECOWSA9","HUC","XWIDTH","ABUNDTOT_OTU","ABUNDTOT","TOTLNIND","TOTLRICH","DOM1TAXA","DOM1PIND","DOM3PIND","DOM5PIND","HPRIME","SIMPSON","HBI","CHIRRICH","CHIRPTAX","CHIRPIND","EPHERICH","EPHEPTAX","EPHEPIND","PLECRICH","PLECPTAX","PLECPIND","TRICRICH","TRICPTAX","TRICPIND","EPT_RICH","EPT_PTAX","EPT_PIND","NOINRICH","NOINPTAX","NOINPIND","MOLLRICH","MOLLPTAX","MOLLPIND","ODONRICH","ODONPTAX","ODONPIND","MITERICH","MITEPTAX","MITEPIND","COLPRICH","COLPPTAX","COLPPIND","AMPHRICH","AMPHPTAX","AMPHPIND","OLLERICH","OLLEPTAX","OLLEPIND","COFIRICH","COFIPTAX","COFIPIND","COGARICH","COGAPTAX","COGAPIND","PREDRICH","PREDPTAX","PREDPIND","SCRPRICH","SCRPPTAX","SCRPPIND","SHRDRICH","SHRDPTAX","SHRDPIND","INTLRICH","INTLPTAX","INTLPIND","FACLRICH","FACLPTAX","FACLPIND","TOLRRICH","TOLRPTAX","TOLRPIND","TL01RICH","TL01PTAX","TL01PIND","TL23RICH","TL23PTAX","TL23PIND","TL45RICH","TL45PTAX","TL45PIND","TL67RICH","TL67PTAX","TL67PIND","TL89RICH","TL89PTAX","TL89PIND","CLNGRICH","CLNGPTAX","CLNGPIND","BURRRICH","BURRPTAX","BURRPIND","CLMBRICH","CLMBPTAX","CLMBPIND","SWIMRICH","SWIMPTAX","SWIMPIND","SPRLRICH","SPRLPTAX","SPRLPIND","TL03PIND","TL03PTAX","TL03RICH","TL05PIND","TL05PTAX","TL05RICH","TL07PIND","TL07PTAX","TL07RICH","EXOTRICH","EXOTPIND","EPHE_PT","INTL_PT","EPT_PT","BURR_PT","SCRP_PT","HPRI_PT","MMI_WSA","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","MMI_WSABEST","OE_5_3REG","DATE_COL","TEAM_ID.y","NINTRVL","SWIDTH","FLOW","FLOW_CFS","FLOWMETH","COMM_FLW","SAMPLED.y","XS_AREA"
"1084","WORP99-0657",2001,0.85,96.66,0.21,0,0,0,0,756,2.447,"Yes","08/01/2001",NA," ",7.65," ",35," ",337.9," ",0.093,"H5",0.1," ",5," ",0.85," ",3.73,"H5",3," ",0,"H223",200.7,"H208",55.7,"H229",109.3,"H219",5.1,"H215",0.4," ",13.5," ",2.1," ",20," ",55," ",16,"H241",9.54,"H9",0.022,0.447,295.094,1.236,296.74,371.3,332.48,38.82,370.86,0.001,5.52,8.43,36.85,35.72,3," ","TEAM WROTE 01 IN TRANSECT","  ",1,"TINCUP CREEK","OR","EMAP","Y","REACHWIDE","Y","R",4,"WMT",17090005,2.61,497,512,300,46,"PELTOPERLIDAE-YORAPERLA",13.745704467,31.958762887,47.766323024,3.2289201237,0.0591041674,2.2626666667,12,26.086956522,23,11,23.913043478,22.333333333,10,21.739130435,34.333333333,7,15.217391304,14.333333333,28,60.869565217,71,6,13.043478261,6,1,2.1739130435,0.6666666667,0,0,0,2,4.347826087,1,0,0,0,0,0,0,1,2.1739130435,0.3333333333,2,4.347826087,3.6666666667,15,32.608695652,29.666666667,17,36.956521739,26,7,15.217391304,6,8,17.391304348,23.333333333,16,34.782608696,31.333333333,18,39.130434783,35,2,4.347826087,1,10,21.739130435,24.333333333,8,17.391304348,17,10,21.739130435,15,6,13.043478261,10,2,4.347826087,1,22,47.826086957,45.333333333,2,4.347826087,10.333333333,4,8.6956521739,6.6666666667,2,4.347826087,1.6666666667,13,28.260869565,23.666666667,41.333333333,39.130434783,18,56.333333333,60.869565217,28,66.333333333,73.913043478,34,0,0,10,8.5714285714,9.5426948688,9.4367315512,8.3333333333,9.5508832625,92.391785979,9.5426948688,8.2814573084,8.5714285714,4.8887528067,10,9.0858662178,83.950332955,1.14862364,"08/01/2001",NA,NA,NA,0.00603,0.213,"BUCKET"," ","Yes",NA
"1085","WORP99-0659",2001,10.44,92.57,0,0,0,1.25,2.68,317,1.53,"Yes","08/23/2001",NA,"A",7.38," ",84," ",802.6," ",1.81," ",3.6," ",5," ",1.4," ",9.6," ",23,"H40",0,"H193",430,"H218",182.9,"H208",209.2,"H220",15.3,"H220",0.7," ",9.8," ",5," ",39.2," ",120,"H40",8,"H219",16.7," ",0.042,0.24,730.054,1.642,731.85,838.26,785.93,52.33,837.51,0.002,3.22,13.83,83.72,81.31,1," "," ","  ",1,"CULP CREEK","OR","EMAP","Y","REACHWIDE","Y","S",4,"WMT",17090002,3.177778,539,561,300,44,"CHIRONOMIDAE-STEMPELLINELLA",21.527777778,48.958333333,59.027777778,2.9450964135,0.0973910108,3.1546666667,12,27.272727273,44.666666667,7,15.909090909,12,5,11.363636364,5.3333333333,6,13.636363636,9.3333333333,18,40.909090909,26.666666667,6,13.636363636,19.333333333,2,4.5454545455,11,1,2.2727272727,2.6666666667,3,6.8181818182,1.6666666667,4,9.0909090909,4.3333333333,0,0,0,1,2.2727272727,6.6666666667,2,4.5454545455,2.6666666667,14,31.818181818,57.666666667,13,29.545454545,16.666666667,9,20.454545455,20.333333333,8,18.181818182,9,12,27.272727273,34.333333333,20,45.454545455,45,4,9.0909090909,2,6,13.636363636,7.6666666667,9,20.454545455,29.666666667,13,29.545454545,16.333333333,4,9.0909090909,25.666666667,4,9.0909090909,2,18,40.909090909,54.333333333,7,15.909090909,14.333333333,5,11.363636364,50,3,6.8181818182,5.3333333333,10,22.727272727,25,37.333333333,34.090909091,15,53.666666667,63.636363636,28,79.333333333,72.727272727,32,0,0,7.1428571429,5.7142857143,5.0470925471,3.0386879308,10,7.4639442168,64.01144592,5.0470925471,5.5808686384,10,3.2650448143,7.0588235294,6.9991601008,63.251649383,0.95428446,"08/23/2001",NA,8,2.80416,0.02764,0.976,"VEL_DEPTH"," ","Yes",1887.480096
"1086","WORP99-0661",2001,0.58,98.92,0,0,0,1.6,1.72,197,3.144,"Yes","07/02/2001",NA,"E",6.74,"H7",53,"H8",214.5,"H8",0.353,"H7",1.1,"H15",5,"H7",1.68,"H16",3.51,"H7",6,"H36",0,"H226",138.6,"H239",47.3,"H211",263.4,"H206",24.4,"H205",2.6," ",81,"H22",17.1,"H22",139.3,"H22",535,"H36",14,"H271",14.52,"H9",0.182,0.055,207.342,0.107,207.31,476.53,444.97,31.56,473.71,0.001,3.42,16.27,53.57,49.6,7,"sample arrived at room temp"," ","  ",1,"MCCLURE CREEK","OR","EMAP","Y","REACHWIDE","Y","S",1,"WMT",17100202,1.45,497,512,300,60,"CHIRONOMIDAE-BRILLIA",17.301038062,36.678200692,48.096885813,3.2746671034,0.0664144347,3.2836666667,17,28.333333333,44.333333333,8,13.333333333,11,11,18.333333333,22.666666667,8,13.333333333,10.666666667,27,45,44.333333333,9,15,9,2,3.3333333333,1.6666666667,0,0,0,3,5,1.3333333333,2,3.3333333333,0.6666666667,0,0,0,1,1.6666666667,1.6666666667,5,8.3333333333,11.333333333,19,31.666666667,28.333333333,16,26.666666667,16.333333333,6,10,3.3333333333,13,21.666666667,39.666666667,18,30,41.333333333,28,46.666666667,46.333333333,6,10,3.6666666667,13,21.666666667,24.333333333,10,16.666666667,21.333333333,16,26.666666667,29,8,13.333333333,13.333333333,5,8.3333333333,3.3333333333,21,35,40.333333333,6,10,19.666666667,4,6.6666666667,17.333333333,4,6.6666666667,4.6666666667,21,35,32,45.666666667,38.333333333,23,74.666666667,65,39,88,78.333333333,47,0,0,8.5714285714,10,5.9684684685,6.3087991146,6.6666666667,9.8872581135,79.004368224,5.9684684685,8.2021856563,7.1428571429,1.8779342723,10,6.599208095,66.317756058,1.10290375,"07/02/2001",NA,NA,NA,0.00251,0.089,"BUCKET"," ","Yes",NA
"1087","WORP99-0662",2001,79.91,0.32,0,0,1.68,0.65,0.25,720,0.443,"Yes","07/12/2001",NA," ",7.27,"H4",454," ",4358.7," ",2.05,"H4",7.7," ",10,"H4",4.87," ",51.43,"H7",227," ",0,"H216",1904.8,"H222",1255.5,"H202",1575.7,"H215",104.5,"H235",5.6," ",200.9,"H12",17.1,"H12",276.1,"H12",1096," ",12,"H261",47.77,"H8",0.054,0.186,3817.754,6.665,3824.29,4846.17,4318.79,527.38,4840.53,0.01,5.75,47.99,475.6,441.91,2," ","TRANSECT NOT RECORDED","  ",1,"HINTON CREEK","OR","EMAP","Y","REACHWIDE","Y","T",10,"XER",17070104,0.334211,431,443,300,21,"LEPTOPHLEBIIDAE-PARALEPTOPHLEBIA",23.853211009,62.844036697,80.275229358,2.1999341889,0.1539432708,5.3583333333,7,33.333333333,19,4,19.047619048,20.333333333,2,9.5238095238,2,0,0,0,6,28.571428571,22.333333333,5,23.80952381,55.333333333,2,9.5238095238,37.666666667,0,0,0,0,0,0,2,9.5238095238,2,0,0,0,1,4.7619047619,15.666666667,1,4.7619047619,38.666666667,11,52.380952381,52.666666667,2,9.5238095238,3.6666666667,3,14.285714286,10,4,19.047619048,1.3333333333,6,28.571428571,23,7,33.333333333,23.666666667,4,19.047619048,47,3,14.285714286,18.666666667,5,23.80952381,5,3,14.285714286,1,3,14.285714286,29.666666667,3,14.285714286,39.333333333,5,23.80952381,16.666666667,4,19.047619048,56,2,9.5238095238,5.3333333333,4,19.047619048,20,5,23.80952381,7,23.666666667,38.095238095,8,24.666666667,52.380952381,11,54.333333333,66.666666667,14,0,0,4.2857142857,3.5714285714,5.0035956602,4.0068712049,4.2857142857,4.6233020909,42.961043498,0,2.5262123198,4.2857142857,1.6019047619,2.9411764706,5.2855257241,27.734222604,0.33524304,"07/12/2001",NA,13,0.42672,0.00121,0.043,"VEL_DEPTH"," ","Yes",146.322288
"1088","WORP99-0665",2001,2.57,92.12,0,0,0,1.68,0,1691,0.689,"Yes","06/26/2001",NA,"D",8.25," ",327," ",3388.2," ",0.557," ",5.7," ",5," ",2.33,"H16",40.68," ",153," ",0,"H230",1946.1,"H245",1000.1,"H218",574.1,"H212",66.7,"H211",0.4," ",90.2,"H27",0,"H27",33,"H27",133," ",10,"H277",52.8,"H10",0.006,1.778,3317.513,55.314,3374.39,3587.39,3497.76,89.63,3587.06,0.008,1.27,23.23,363.97,340.39,3," ","87MG/L.","  ",1,"AVERY CREEK","OR","EMAP","Y","REACHWIDE","Y","T",9,"WMT",17120006,0.74,264,512,300,35,"NA-NA",47.118644068,61.694915254,71.186440678,2.2946973243,0.2416661879,5.8903333333,12,34.285714286,10.333333333,2,5.7142857143,1,3,8.5714285714,11.333333333,2,5.7142857143,1.3333333333,7,20,13.666666667,11,31.428571429,69.333333333,1,2.8571428571,2.6666666667,0,0,0,5,14.285714286,2.6666666667,3,8.5714285714,4.3333333333,1,2.8571428571,2.3333333333,1,2.8571428571,6,1,2.8571428571,3.3333333333,12,34.285714286,68.666666667,11,31.428571429,8,2,5.7142857143,2,8,22.857142857,11.666666667,5,14.285714286,5,15,42.857142857,22.333333333,10,28.571428571,57,1,2.8571428571,0.3333333333,6,17.142857143,7.3333333333,9,25.714285714,6.3333333333,6,17.142857143,16.666666667,8,22.857142857,53.666666667,8,22.857142857,8.3333333333,6,17.142857143,12.333333333,5,14.285714286,4.3333333333,1,2.8571428571,0.3333333333,10,28.571428571,17,7.6666666667,20,7,14,45.714285714,16,30.666666667,62.857142857,22,0,0,0,0.7142857143,0.3378378378,2.3559174638,0,2.6815979725,10.149398314,0.3378378378,2.6651221396,1.4285714286,0,0.5882352941,0,8.3662778335,0.67003006,"06/26/2001",NA,NA,NA,0.00067,0.024,"BUCKET"," ","Yes",NA
"1089","WORP99-0666",2001,11.71,46.59,0,0.07,50.44,1.82,21.52,62,1.31,"Yes","07/03/2001",NA,"A",7.42,"H6",128," ",1051.1," ",4.88,"H6",6.9," ",10,"H6",2.47,"H15",13.6,"H6",25,"H35",0,"H225",505.4,"H238",348.6,"H210",414.1,"H205",22.7,"H204",1.1," ",55.6,"H21",5.7,"H21",137.1,"H21",275,"H35",9,"H270",18.43,"H8",0.038,0.263,1041.991,2.57,1044.72,1291.93,1243.21,48.72,1290.76,0.003,1.92,24.41,132.95,126.99,6,"sample arrived at room temp"," ","  ",1,"CHEHELEM CREEK TRIBUTARY","OR","EMAP","Y","REACHWIDE","Y","T",3,"WMT",17090007,1.19,580,593,300,29,"LYMNAEIDAE-FOSSARIA",22.131147541,48.770491803,64.344262295,2.6369050229,0.1082370331,5.7976666667,13,44.827586207,25,1,3.4482758621,0.3333333333,0,0,0,0,0,0,1,3.4482758621,0.3333333333,9,31.034482759,58,3,10.344827586,37.666666667,0,0,0,2,6.8965517241,0.6666666667,1,3.4482758621,0.3333333333,0,0,0,1,3.4482758621,9,2,6.8965517241,18,14,48.275862069,44,9,31.034482759,20.333333333,2,6.8965517241,23,1,3.4482758621,8.6666666667,3,10.344827586,5.3333333333,12,41.379310345,43,11,37.931034483,39,0,0,0,5,17.24137931,6,5,17.24137931,6.6666666667,7,24.137931034,37.333333333,9,31.034482759,37.333333333,6,20.689655172,9.3333333333,4,13.793103448,27,5,17.24137931,26.666666667,3,10.344827586,14.666666667,10,34.482758621,15,6,17.24137931,5,12.666666667,34.482758621,10,50,58.620689655,17,0,0,0,0,0,4.2096826518,0,5.1978310507,15.679189504,0,4.3059323033,1.4285714286,0,0,0,9.5575062198,0.47017832,"07/03/2001",NA,18,1.5,0.01516,0.535,"VEL_DEPTH"," ","Yes",3924.3
"1090","WORP99-0667",2001,4.27,94.33,0,0,0,2.62,0,1481,0.929,"Yes","07/10/2001",NA,"A",7.15," ",49," ",453.5,"H8",0.322," ",0.2,"H15",10," ",1.79," ",5.65," ",7," ",0,"H218",227.7,"H262",131.8,"H203",115.6,"H217",28.6,"H237",1.5," ",10.6,"H14",4.3,"H14",13.8,"H14",314," ",4,"H263",27.16,"H10",0.071,0.141,405.588,0.537,406.17,505.27,434.99,70.28,503.71,0.001,7.47,17.59,48.88,47.61,3," "," ","  ",1,"DRY CREEK","OR","EMAP","Y","REACHWIDE","Y","S",11,"WMT",17060102,1.54,422,498,300,42,"CHIRONOMIDAE-MICROPSECTRA",21.317829457,40.310077519,53.488372093,3.0124073872,0.0832882639,4.7356666667,15,35.714285714,51,7,16.666666667,14.666666667,3,7.1428571429,9.6666666667,5,11.904761905,5.6666666667,15,35.714285714,30,7,16.666666667,17,0,0,0,0,0,0,2,4.7619047619,1.3333333333,1,2.380952381,0.3333333333,0,0,0,1,2.380952381,1.6666666667,0,0,6.3333333333,22,52.380952381,72.333333333,11,26.19047619,18.333333333,3,7.1428571429,6.6666666667,7,16.666666667,9.6666666667,11,26.19047619,24.666666667,19,45.238095238,53.333333333,8,19.047619048,17.333333333,8,19.047619048,13,5,11.904761905,16.666666667,13,30.952380952,12.333333333,6,14.285714286,37.666666667,6,14.285714286,15.666666667,13,30.952380952,48.666666667,4,9.5238095238,11.666666667,2,4.7619047619,25,4,9.5238095238,5,18,42.857142857,46.333333333,29.666666667,30.952380952,13,42,61.904761905,26,79.666666667,76.19047619,32,0,0,7.1428571429,5,3.8770913771,6.5723245579,1.6666666667,7.9588778473,53.696362653,3.8770913771,6.909263287,2.8571428571,0.927788956,5.2941176471,2.618733371,37.473562492,1.12116817,"07/10/2001",NA,6,0.51816,0.0018,0.063,"VEL_DEPTH"," ","Yes",78.967584
"1091","WORP99-0677",2001,21.6,67.56,0.55,0.03,0.03,0.52,0,1687,1.359,"Yes","07/25/2001",NA,"B",7.55," ",28,"H8",302.3," ",0.161," ",0.1," ",5," ",0.64," ",3.56," ",5," ",0,"H217",110,"H247",64.3,"H236",92.2,"H225",17.8,"H222",0.4," ",3.5,"H19",0,"H19",3.9,"H20",55," ",10,"H248",12.91,"H9",0.028,0.355,278.311,0.926,279.55,284.8,287.08,-2.28,284.35,0.001,-0.4,6.34,29.02,28.41,2," "," ","  ",1,"THREE CREEK","OR","EMAP","Y","REACHWIDE","Y","R",9,"WMT",17070301,2.105,498,510,300,51,"CHIRONOMIDAE-MICROPSECTRA",11.56462585,27.551020408,38.775510204,3.3503524332,0.0490999121,3.7306666667,15,29.411764706,38.333333333,8,15.68627451,18,8,15.68627451,10.666666667,6,11.764705882,14,22,43.137254902,42.666666667,6,11.764705882,10,1,1.9607843137,0.3333333333,0,0,0,2,3.9215686275,0.6666666667,3,5.8823529412,5.3333333333,0,0,0,1,1.9607843137,3.6666666667,4,7.8431372549,8.6666666667,20,39.215686275,49,14,27.450980392,22.666666667,8,15.68627451,12.333333333,8,15.68627451,24.666666667,18,35.294117647,30.666666667,22,43.137254902,58.333333333,6,11.764705882,3.3333333333,13,25.490196078,28.666666667,9,17.647058824,10,10,19.607843137,18,8,15.68627451,32.333333333,6,11.764705882,3.3333333333,26,50.980392157,66,5,9.8039215686,11,3,5.8823529412,12,1,1.9607843137,1,16,31.37254902,36.666666667,38.666666667,43.137254902,22,56.666666667,62.745098039,32,89,78.431372549,40,0,0,8.5714285714,10,5.5489312842,6.4173095912,10,10,84.229449078,5.5489312842,10,10,5.6292000368,9.4117647059,5.8228306721,77.354544498,1.2289919,"07/25/2001",NA,17,1.33,0.0204,0.72,"VEL_DEPTH"," ","Yes",1359.7255
"1092","WORP99-0685",2001,62.62,80.11,0.44,0,0,1.85,0.08,1058,0.516,"Yes","07/23/2001",NA,"B",8.24," ",354,"H10",4206.7,"H9",3.2,"H4",5.3," ",10," ",2.91," ",43.46,"H4",58," ",0,"H219",2324.3,"H250",989.1,"H240",716.8,"H227",44.3,"H224",1.2," ",34.1,"H21",0,"H21",63.7,"H21",259," ",14,"H250",27.26," ",0.006,1.738,3543.862,57.742,3603.11,4075.59,3701.23,374.36,4074.47,0.009,4.81,29.01,399.53,375.55,3," "," ","  ",1,"ROCK CREEK","OR","EMAP","Y","REACHWIDE","Y","T",11,"WMT",17070204,2.065,499,520,300,30,"CHIRONOMIDAE-TANYTARSUS",26.838235294,59.191176471,71.691176471,2.4355985092,0.1495728806,4.9143333333,14,46.666666667,46.666666667,6,20,10.666666667,0,0,0,0,0,0,6,20,10.666666667,4,13.333333333,31,1,3.3333333333,7,1,3.3333333333,0.3333333333,1,3.3333333333,1,3,10,2.6666666667,0,0,0,1,3.3333333333,21.666666667,2,6.6666666667,32.666666667,16,53.333333333,47,8,26.666666667,18.333333333,3,10,3.3333333333,3,10,1,6,20,33.666666667,14,46.666666667,40,10,33.333333333,26.333333333,3,10,8.3333333333,5,16.666666667,26.666666667,9,30,14.666666667,7,23.333333333,27,6,20,23.333333333,10,33.333333333,32,6,20,36.333333333,3,10,2.3333333333,4,13.333333333,14,7,23.333333333,13.666666667,35,26.666666667,8,49.666666667,56.666666667,17,76.666666667,80,24,0,0,5.7142857143,1.4285714286,0.3378378378,0.7747648035,1.6666666667,3.7176360968,22.732937579,0.3378378378,2.5440823812,2.8571428571,1.4866979656,0,0,12.04293507,0.6424895,"07/23/2001",NA,2,1.2192,0.00071,0.025,"VEL_DEPTH"," ","Yes",247.74144
"1093","WORP99-0691",2001,17.4,86.69,0,0,0,2.91,0.05,1036,0.648,"Yes","07/11/2001",NA,"A",7.85,"H6",85," ",819.2,"H8",1,"H5",0.5,"H15",10,"H5",1.59," ",9.97,"H5",16," ",0,"H217",497.6,"H224",271.7,"H203",169.9,"H216",39.7,"H236",0.6," ",9,"H13",3.6,"H13",11,"H13",115," ",6,"H262",35.63,"H9",0.014,0.708,801.989,5.323,807.96,979.5,831.54,147.96,978.86,0.002,8.17,15.81,93.47,90.69,5," "," ","  ",1,"RUSH CREEK","OR","EMAP","Y","REACHWIDE","Y","S",11,"WMT",17070202,2.38,517,548,300,50,"CHIRONOMIDAE-MICROPSECTRA",21.254355401,49.477351916,57.839721254,2.9764033743,0.0985200743,4.878,14,28,61,7,14,13.333333333,7,14,6.6666666667,10,20,8.6666666667,24,48,28.666666667,7,14,8,0,0,0,0,0,0,3,6,2.3333333333,2,4,1.3333333333,0,0,0,1,2,1.3333333333,2,4,1.3333333333,19,38,74.666666667,17,34,13.666666667,6,12,7.6666666667,12,24,30.666666667,14,28,17,26,52,72.666666667,5,10,6.6666666667,10,20,13,7,14,8,16,32,23.666666667,7,14,45,5,10,6.6666666667,19,38,53.666666667,5,10,21.666666667,4,8,21.666666667,4,8,9,16,32,64.666666667,21,34,17,44.666666667,66,33,89.666666667,80,40,0,0,7.1428571429,7.1428571429,6.6441441441,6.3087991146,6.6666666667,7.6941424582,69.332444449,6.6441441441,5.8657742795,7.1428571429,2.5821596244,10,6.599208095,64.723572143,1.16787683,"07/11/2001",NA,8,1,0.00457,0.161,"VEL_DEPTH"," ","Yes",368.3
"1094","WORP99-0692",2001,2.25,88.94,0,0,0,0,0,1350,0.567,"Yes","07/17/2001",NA,"C",8.26," ",284," ",3265," ",0.409," ",2," ",5,"H4",2.22," ",37.92," ",72," ",0,"H212",1565,"H255",1044.7,"H246",345.8,"H210",43.9,"H230",0.5,"H29",24.6,"H14",3.6,"H14",3.9,"H14",140," ",4,"H256",43.92," ",0.005,1.82,3092.714,52.767,3147.1,2999.9,3179.39,-179.48,2999.44,0.007,-2.9,22.13,313.19,294.9,2," "," ","  ",1,"SUNSHINE CREEK","OR","EMAP","Y","REACHWIDE","Y","S",11,"WMT",17070203,1.27,515,531,300,34,"HYDROBIIDAE-NA",66.779661017,73.559322034,79.322033898,1.6904639098,0.4519965527,4.6876666667,10,29.411764706,12.666666667,3,8.8235294118,2.6666666667,5,14.705882353,5.6666666667,5,14.705882353,5,13,38.235294118,13.333333333,8,23.529411765,69.666666667,2,5.8823529412,66.333333333,0,0,0,3,8.8235294118,1,3,8.8235294118,4.3333333333,0,0,0,1,2.9411764706,1,2,5.8823529412,3.3333333333,11,32.352941176,10,10,29.411764706,9.6666666667,2,5.8823529412,66.333333333,8,23.529411765,7.3333333333,10,29.411764706,9.6666666667,16,47.058823529,84,5,14.705882353,2.3333333333,5,14.705882353,5,8,23.529411765,7,10,29.411764706,79,3,8.8235294118,2.6666666667,5,14.705882353,2.3333333333,12,35.294117647,12.333333333,5,14.705882353,6,3,8.8235294118,67.333333333,1,2.9411764706,1.6666666667,11,32.352941176,9,12,38.235294118,13,91,67.647058824,23,93.666666667,76.470588235,26,0,0,1.4285714286,4.2857142857,4.4448860625,3.7045476741,0,0,23.106199085,4.4448860625,0.714140552,1.4285714286,1.9469759735,4.1176470588,4.5288683005,28.63514896,0.91586122,"07/17/2001",NA,8,1.3,0.00149,0.052,"VEL_DEPTH"," ","Yes",487.045
"1095","WORP99-0698",2001,11.19,88.63,0.02,0,0,1.05,0.08,1434,0.565,"Yes","07/18/2001",NA,"C",8.18," ",378," ",4205.3," ",0.134," ",0.3," ",0," ",0.95," ",44.29,"H5",3," ",1,"H218",3425.2,"H254",568.9,"H245",190.4,"H209",16.4,"H229",0.3," ",217.4,"H13",0,"H13",4.5,"H13",45," ",11,"H255",20.56,"H9",0.007,1.514,3608.482,51.209,3660.96,4201.27,3883.08,318.2,4201,0.01,3.94,9.47,426.78,394.26,2," "," ","  ",1,"RILEY CREEK","OR","EMAP","Y","REACHWIDE","Y","S",11,"WMT",17070201,2.05,403,466,300,54,"CHIRONOMIDAE-STEMPELLINELLA",12.213740458,32.061068702,41.603053435,3.4586929417,0.0500262222,4.431,16,29.62962963,65.666666667,9,16.666666667,8.6666666667,10,18.518518519,9.6666666667,4,7.4074074074,3.3333333333,23,42.592592593,21.666666667,9,16.666666667,8.3333333333,1,1.8518518519,1,0,0,0,4,7.4074074074,3,1,1.8518518519,1,0,0,0,1,1.8518518519,2,2,3.7037037037,14.333333333,22,40.740740741,66,18,33.333333333,19.666666667,5,9.2592592593,9,13,24.074074074,13.333333333,19,35.185185185,27.333333333,22,40.740740741,58.333333333,8,14.814814815,9.6666666667,14,25.925925926,14,9,16.666666667,18.333333333,10,18.518518519,21,8,14.814814815,32.333333333,8,14.814814815,9.6666666667,18,33.333333333,37.333333333,7,12.962962963,21.333333333,4,7.4074074074,22,4,7.4074074074,2.3333333333,20,37.037037037,47.666666667,32.333333333,42.592592593,23,53.333333333,61.111111111,33,85.666666667,75.925925926,41,0,0,10,10,5.4262595929,4.6690852446,5,10,75.158908063,5.4262595929,9.7594596079,5.7142857143,1.4866979656,10,4.4809437682,61.446077748,1.33218625,"07/18/2001",NA,13,1.05,0.01203,0.425,"VEL_DEPTH"," ","Yes",440.055
"1096","WORP99-0701",2001,10.21,86.99,0.14,0.51,0,0.68,0,1010,1.43,"Yes","07/09/2001",NA,"A",7.56," ",45," ",394.8," ",0.145," ",0.1," ",10," ",0.78," ",4.83,"H4",7,"H29",0,"H219",239.9,"H232",98.6,"H204",129.6,"H265",19.8,"H238",0.5," ",15.6,"H15",0,"H15",19.5,"H15",66,"H29",8,"H264",20.17,"H10",0.028,0.363,378.095,1.287,379.69,488.41,414.82,73.59,487.9,0.001,8.15,7.73,47.2,45.76,2," "," ","  ",1,"BARLOW CREEK","OR","EMAP","Y","REACHWIDE","Y","S",4,"WMT",17070306,5.26,548,554,300,43,"PELTOPERLIDAE-YORAPERLA",24.745762712,44.06779661,58.305084746,2.8746540109,0.0999367998,2.766,11,25.581395349,12.333333333,11,25.581395349,33,8,18.604651163,31.333333333,4,9.3023255814,9,23,53.488372093,73.333333333,6,13.953488372,13.333333333,1,2.3255813953,0.6666666667,0,0,0,3,6.976744186,1,1,2.3255813953,0.3333333333,0,0,0,1,2.3255813953,9.6666666667,3,6.976744186,2.3333333333,17,39.534883721,38.333333333,15,34.88372093,29.333333333,6,13.953488372,20.666666667,6,13.953488372,8.3333333333,17,39.534883721,25,17,39.534883721,46,5,11.627906977,2,13,30.23255814,20.333333333,6,13.953488372,13,10,23.255813953,18,5,11.627906977,19.666666667,5,11.627906977,2,22,51.162790698,53.333333333,4,9.3023255814,11,2,4.6511627907,7.6666666667,2,4.6511627907,3,11,25.581395349,13,33.333333333,44.186046512,19,51.333333333,67.441860465,29,71,79.069767442,34,0,0,10,9.2857142857,7.8802639849,6.6948945316,6.6666666667,6.9459853744,79.122541405,7.8802639849,5.75417632,7.1428571429,5.6720165957,10,5.8830149684,70.553881686,1.17120397,"07/09/2001",NA,16,4.99872,0.07629,2.694,"VEL_DEPTH"," ","Yes",7745.016768
