SITE_ID,NH4,pH,PFOR,PWETL,PURB,PAGT,LANDAREA,COND,SIMPSON,EPT_PTAX,EPT_PIND,FLOW_CFS
WCOP99-0595,0.6,0.003,84.42,0,0,0.13,111.2,544,0.111835661,14.70588235,22,11.796
WCAP99-0503,0.5,0.03,52.58,0,0,0,112.49,46,0.152898266,54.76190476,35.33333333,5.087
OWW04440-0451,2,0.011,12.65,0,0,14.15,112.62,2440,0.206427126,10.34482759,30.97643098,1.109
WWYP99-0540,0.1,0.008,0,0.74,0,0,113.8,2867,0.113589334,12.90322581,4.333333333,3.775
WCAP99-1074,0.5,0.004365158,50.05,0,0,0,114.3,281,0.051109386,31.91489362,37,0.423
WCOP99-0516,0.6,0.002,83.16,0,0,0,115.44,848,0.063947681,9.090909091,14.33333333,NA
WWYP99-0508,0.4,0.003,14.18,0.43,0,0.07,117.35,936,0.093065211,20,14.33333333,1.94
WAZP99-0828,0.9,0.003019952,43.31,0.12,0,0,118.75,135,0.061093785,33.33333333,46.33333333,1.097
WIDP99-0602,0.2,0.03,89.79,0.12,0,0,119.86,36,0.061977803,50,46.33333333,97.383
WWYP99-0591,0.2,0.005,51.96,0.49,0,0,124.4,296,0.084635278,43.33333333,57.33333333,24.4
WMTP99-0729,0.4,0.004786301,49.56,0,0,2.05,125.09,263,0.118079668,42.10526316,57,3.932
WWYP99-0669,0.6,0.036307806,35.84,0.95,0,0,126.62,21,0.062376359,44.44444444,53.41365462,NA
WWAP99-0677,0.3,0.026915348,76.45,0,0,0,126.64,37,0.083515103,63.63636364,85.66666667,102.635
WORP99-0606,1.2,0.001,49.79,0.56,0,0,129.45,292,0.102403776,37.14285714,27.33333333,0.022
WCOP99-0649,0.4,0.002511886,46.08,0,0,0.25,133.5,282,0.100198189,33.33333333,11,25.228
WWYP99-0652,1.4,0.020417379,42.22,4.89,0,4.31,133.62,2757,0.11304197,8.571428571,2.666666667,NA
WMTP99-0719,0.7,0.012022644,36.13,0,0,0.26,134.93,474,0.093335147,23.25581395,18.33333333,2.701
WWYP99-0713,0.4,0.028840315,67.48,0.1,0,0.07,135.36,33,0.069759892,38.0952381,39,4.3
WMTP99-0518,0.5,0.005248075,72.63,0.14,0,0.43,135.46,182,0.111841809,51.2195122,43.33333333,29.42
WWYP99-0659,0.6,0.00616595,29.79,0.2,0,0.84,138.61,558,0.111217995,21.875,31.33333333,7.1
WWYP99-0659,0.6,0.00616595,29.79,0.2,0,0.84,138.61,558,0.141480114,21.62162162,36.33333333,7.1
WWYP99-0592,0.3,0.004,56.5,0.87,0,0,138.9,348,0.122062375,27.27272727,31,17.7
WWAP99-0735,0.4,0.067608298,65.71,0,0,0,145.28,23,0.127066327,45.71428571,85.66666667,301.08
WCAP99-0768,0.4,0.005,79.69,0,0,0,146.14,319,0.064343949,41.30434783,42,3.779
WCAP99-0744,0.4,0.014,92.05,0,0,0,152.8,110,0.043539213,44.82758621,49.66666667,13.718
OWW04440-0557,1.3,0.006,57.79,0,0,0,154.51,114,0.160683739,20,29,3.31
OWW04440-0557,1.3,0.006,57.79,0,0,0,154.51,114,0.094399612,20.83333333,28.66666667,3.31
WCOP99-0574,0.4,0.014,28.16,0,0,0.08,158.95,135,0.136863204,39.13043478,46.33333333,63.094
WORP99-0856,0.8,0.017782794,69.85,0.35,0,0,163.33,466,0.054033858,17.94871795,10.33333333,0.002
OWW04440-0147,2.9,0.007,0.28,0.85,0,86.34,166.95,1190,0.406927174,5.555555556,0.333333333,3.295
WCAP99-0605,0.4,0.014,73.43,0,0,0,167.38,127,0.105261871,33.33333333,25.66666667,3.642
OWW04440-0163,0.9,0.006,0.59,1.96,0,38.39,169.61,526,0.368099101,17.64705882,19.66666667,7.37
WAZP99-0768,0.4,0.003801894,72.2,0,0,0,172.55,322,0.136840683,33.33333333,63.33333333,0.178
WAZP99-0590,0.3,0.004365158,71.91,0,0,0,173.34,315,0.149163413,36.84210526,70.66666667,13.237
WWYP99-0655,0.9,0.002754229,56.71,2.4,0,0,176.24,340,0.062080195,38,27.66666667,NA
WORP99-0523,0.6,0.005,11.9,0.03,0,0.7,184.05,517,0.270366029,35.48387097,65.66666667,15.568
WSDP99-0587,1.9,0.002,0,0.04,0,1.33,195.14,1563,0.25894285,7.407407407,19.23076923,2
WUTP99-0737,0.4,0.005370318,39.14,0,0,0,198.68,262,0.177083333,37.5,40,0.131
WUTP99-0728,0.3,0.003467369,74.87,0.05,0,0.01,200.22,405,0.256397797,20.68965517,22,0.149
WSDP99-0664,0.8,0.001318257,0.57,0.02,0,6.51,200.89,2052,0.091533333,15.38461539,10.66666667,0.15
WWYP99-0612,0.3,0.004,30.63,0.11,0,1.21,202.03,60,0.136374269,42.85714286,29,3.59
WWYP99-0719,0.5,0.002630268,8.07,0.21,0,0.28,203.4,319,0.316044322,32.14285714,31,1.5
WWAP99-0733,0.4,0.018620871,75.57,0,0,0,214.58,49,0.096140788,43.75,54.54545455,225.066
WIDP99-0724,0.4,0.009772372,77.9,0.11,0,0,215.78,55,0.082027837,33.33333333,36.33333333,34.471
WORP99-0852,0.8,0.041686938,57.63,0.59,0,0.14,218.31,301,0.118666729,35.48387097,33,0
WWYP99-0670,0.4,0.007585776,0.58,0.56,0,0.01,222.68,2405,0.099103364,11.42857143,11.66666667,0.75
WSDP99-0670,2.1,0.023442288,0.02,15.05,0,0.84,222.93,278,0.177830826,5.263157895,13.33333333,1.7
WMTP99-0713,0.4,0.00676083,61.54,0,0,0,228.33,100,0.113265086,34.28571429,20.33333333,44.263
WUTP99-0733,0.4,0.112201845,44.32,0.21,0,0.11,230.87,22,0.187701297,61.29032258,93,2.214
WCOP99-0512,0.3,0.006,89.91,0,0,0.64,234.49,231,0.135397874,30.43478261,41.66666667,5.194
WWYP99-0556,0.2,0.005623413,44.97,0.42,0,0,252.29,382,0.066753864,33.33333333,23.66666667,47.9
WCOP99-0568,0.3,0.007,53.47,0,0,15.11,266.11,697,0.247694485,25.92592593,18.66666667,5.168
WCOP99-0578,0.4,0.002,85.8,0.12,0,0.89,268.09,128,0.053543289,44.68085106,31.33333333,9.392
WCOP99-0565,0.8,0.003,85.06,0,0,2.14,289.94,338,0.056238017,25.49019608,34.66666667,4.446
WWYP99-0716,0.6,0.005370318,37.13,7.58,0,6.1,299.78,397,0.102307907,41.86046512,71,2.1
WSDP99-0509,5.4,0.01,21.49,5.14,0,18.8,300.3,2406,0.129036627,20.58823529,15.66666667,0.157
WSDP99-0522,3.1,0.005,12.36,0.47,0,13.28,330.21,554,0.177711111,8.333333333,0.666666667,3.542
WSDP99-0507,1.7,0.005,0.41,0.98,0,14.59,340.9,371,0.682942458,36.36363636,11.11111111,6.916
OWW04440-0333,0.5,0.008,60.19,0,0,0.05,358.45,261,0.109248302,12.5,3.666666667,5.056
WORP99-0768,0.5,0.002,46.63,0.04,0,1.63,363.16,363,0.111338636,23.25581395,24.33333333,3.404
WCOP01-0765,1.3,0.046773514,0,0,0,45.86,381.33,3029,0.313408127,21.73913044,4,0.543
WNVP99-0511,2.1,0.028,87.17,0,0,0.06,417.87,785,0.155555556,4,6.666666667,0
WMTP99-0699,0.4,0.004073803,13.3,0.13,0,9.01,453.83,4891,0.234922954,10.71428571,3.333333333,1.62
WCOP99-0563,0.7,0.005,0,0,0,18.73,453.9,1300,0.142866667,4.166666667,1.666666667,NA
WMTP99-0697,1,0.006456542,12.26,0.42,0,1.74,481.1,3745,0.101626016,8,13,0.608
WWYP99-0587,0.4,0.018,2.59,0.13,0,0.95,482.32,924,0.096146652,22.58064516,29,12
WWYP99-0587,0.4,0.018,2.59,0.13,0,0.95,482.32,924,0.199886134,31.25,64,12
WCAP99-0837,0.3,0.002454709,73.02,0,0,0,492.3,258,0.236120385,29.54545455,58.33333333,73.697
WNVP99-0522,1.8,0.007,46.92,0,0,0.51,632.5,342,0.191256675,27.02702703,20,3.913
WMTP99-0731,2.8,0.007585776,1.57,0.01,0,4.35,638.27,877,0.510555556,14.28571429,71.33333333,0.004456
WSDP99-0501,1,0.003,3.97,0.93,0,15.09,644.75,594,0.09633116,32.35294118,41.97530864,5.473
WWYP99-0616,0.6,0.006,43.02,1.55,0,2.48,678.8,602,0.305,32,9.333333333,33.8
WNDP99-0707,1.9,0.001202264,0,0.04,0,37.97,699.02,3777,0.084421695,8.695652174,8.666666667,1.8
WNDP99-0578,2.2,0.004,0.03,0.06,0,70.41,733.28,3071,0.10012032,14.28571429,24.33333333,1.8
WAZP99-0605,0.7,0.002,83.55,0,0,0.01,905.06,863,0.092848904,48.27586207,66,1.876
WORP99-0514,1.3,0.008,65.59,11.17,0,0,1137.18,125,0.135514019,19.35483871,48.33333333,0.294
WAZP99-0681,0.4,0.001,59.51,0.02,0,0,1573.56,427,0.076808013,28.84615385,24.66666667,6.051
WNVP99-0521,1.1,0.015,8.79,0.45,0,1.41,1998.78,508,0.078775566,20,9.333333333,2.559
WMTP99-0712,1,0.002398833,55.56,0.37,0,3.2,2306.04,436,0.119022222,20,38.33333333,27.144
WAZP99-0750,0.2,0.028183829,52.74,0.02,0,0,2948.03,335,0.068410523,37.14285714,74.33333333,17.12
WMTP99-0653,0.7,0.001,1.66,0,0,2.17,5608.53,4528,0.3099,18.18181818,43,0
OWW04440-0456,3.8,0.052,6.47,0.62,0.0014,88.56,62.28,288,0.10790707,18.75,20.66666667,0.119
NEWS04-1105,0.8,0.123,97.83,1.45,0.0019,0.18,47.93,45,0.052361203,37.5,44.66666667,17.597
OWW04440-0423,1.6,0.011,52,0,0.0023,47.88,39.39,397,0.352356336,36.36363636,34,7.4571
OWW04440-0542,0.4,0.209,99.6,0,0.0026,0.39,69.49,12,0.07487512,75,90.25641026,78.253
OWW04440-0568,4.3,0.015,28.71,1.09,0.0027,69.91,66.89,596,0.145448656,18.18181818,8.666666667,0.056
VAEQ99-0427,0.3,0.079,99.5,0.43,0.0047,0.03,19.05,30,0.077677212,52.94117647,57.33333333,1.77
OWW04440-1001,0.5,0.513,55.9,0,0.005,43.59,71.57,30,0.059722992,26.47058824,30.92783505,11.244
OWW04440-0039,16,0.151,21.13,0,0.0051,78.82,17.63,138,0.20725719,21.73913044,29.66666667,2.1306
OWW04440-0039,16,0.151,21.13,0,0.0051,78.82,17.63,138,0.194852054,20,16.66666667,2.1306
OWW04440-0346,0.4,0.025,75.37,0.97,0.0053,23.64,16.95,130,0.074111644,28.57142857,39,4.922
OWW04440-0128,0.8,0.033,88.54,0.01,0.0054,11.4,50.35,125,0.105653088,22.5,20.66666667,1.291
VAEQ99-0467,1.1,0.01,73.15,0.07,0.0057,26.74,31.71,449,0.106634958,33.33333333,21.66666667,2.618
OWW04440-0487,6.5,0.045,43.05,25.28,0.006,31.61,14.97,122,0.200896294,16.66666667,4,0.7102
OWW04440-0139,0.4,0.022,69.69,0.76,0.006,28.82,15.07,376,0.066197955,21.42857143,29.66666667,2.072
OWW04440-0680,1.4,0.023,40.04,0.16,0.0067,56.74,13.36,428,0.0862857,18.75,13.02325581,1.112
OWW04440-0775,0.5,0.013,47.5,7.89,0.0069,0.47,12.99,638,0.114376084,12.5,21.33333333,4.954
OWW04440-0835,1.4,0.01,8.4,0.17,0.007,1.37,64,641,0.117246971,27.02702703,60,0.267
OWW04440-0234,0.4,1.82,98.18,0.02,0.0072,0.73,12.56,28,0.136570425,35.71428571,59.66666667,4.69
OWW04440-0558,0.2,0.2,96.42,0,0.0083,1.15,10.78,15,0.102889223,35.29411765,32.33333333,13.413
OWW04440-0853,0.4,0.02,98.55,0,0.0083,1.02,174,51,0.087567568,54.16666667,80.66666667,25.5672
OWW04440-0693,0.8,0.074,97.11,0,0.0094,1.29,230.38,46,0.042592026,25.86206897,21.33333333,0
OWW04440-0291,1.2,0.008,0.22,0.66,0.0096,58.53,141.09,466,0.049976233,14.58333333,6,10.79
VAEQ99-0422,0.4,0.021,97.03,0,0.0099,1.03,9.1,274,0.10729131,50,37,0.668
OWW04440-0384,0.5,0.03,96.39,0,0.01,3.58,4.52,137,0.134942149,36.11111111,69.66666667,0.706
WORP99-0721,0.4,0.021,85.81,0.22,0.01,0,6.13,67,0.120882856,30.55555556,38.66666667,1.221
VAEQ99-0468,0.3,0.087,74.11,0.15,0.01,25.64,6.5,49,0.06613472,36.36363636,45.66666667,1.413
VAEQ99-0468,0.3,0.087,74.11,0.15,0.01,25.64,6.5,49,0.07388135,38.0952381,57,1.413
WCAP99-1060,0.4,0.165958691,83.33,0,0.01,0,6.53,26,0.073311202,29.72972973,26.33333333,0.85
WIDP99-0613,0.4,0.015,46.28,0,0.01,0,7.82,253,0.034240907,36.53846154,37.33333333,1.853
WCAP99-1090,0.4,0.043651583,92.73,0,0.01,0,8.72,75,0.057533333,44.89795918,55.33333333,0.148
WORP99-0851,0.4,0.072443596,69.54,0.01,0.01,0,9.2,50,0.111979316,41.86046512,65.33333333,0.418
WORP99-0924,0.7,0.005370318,90.62,0.01,0.01,0,9.42,112,0.128605769,41.02564103,36,0.013
WIDP99-0690,0.4,0.067608298,49.35,0,0.01,0,12.74,16,0.082853746,34.21052632,49.33333333,6.527
WWYP99-0609,0.4,0.003,15.22,0.05,0.01,0,12.84,548,0.0947827,26.47058824,32.33333333,0.2
OWW04440-0739,7.9,0.015,3.13,0.38,0.01,41.87,13.08,473,0.56549793,19.04761905,84.66666667,0
WORP99-1017,0.2,0.038904515,89.06,0.01,0.01,0.01,15.5,44,0.068045911,47.05882353,46.33333333,0.486
OWW04440-0369,17.2,0.022,0.03,0,0.01,99.73,16.3,588,0.243265306,0,0,0
OWW04440-0682,0.4,0.041,75.11,0.0052,0.01,24.85,17.18,82,0.053431953,47.61904762,76.92307692,5.921
OWW04440-0296,0.7,0.014,25.43,0.56,0.01,68.57,19.42,446,0.204630422,14.70588235,23,0.271
WCAP99-0809,9.6,0.006,27.48,0.06,0.01,0.09,19.45,201,0.095022222,34.61538462,33.33333333,0.819
OWW04440-0151,1.6,0.016,41.83,46.42,0.01,11.37,21.21,189,0.080472974,14,9.666666667,5.6816
WWAP99-0502,1,0.015,63.95,0.01,0.01,0,23.02,82,0.100022222,50,69,2.575
WCAP99-1091,0.4,0.060255959,51.26,0,0.01,0,24.13,64,0.121255799,62.85714286,89,0.654
OWW04440-0499,2.2,0.021,89.47,0.5,0.01,8.91,24.34,351,0.054,23.07692308,30,0.059
WWAP99-0706,0.4,0.00676083,89.17,0.01,0.01,0,24.65,256,0.08047056,45,44,1.445
WCAP99-1035,0.2,0.020892961,64.42,0.01,0.01,0,24.96,717,0.0433241,47.72727273,47.33333333,0.044
WCAP99-0891,0.6,0.007,26.75,0,0.01,0.41,26.13,1353,0.081195216,28.125,35,0.115
NEWS04-1202,0.4,0.052,92.63,1.67,0.01,0,27.07,32,0.116576538,45,72.33333333,7.971
WMTP99-0608,0.2,0.006,87.78,0.11,0.01,0,29.72,151,0.071859559,55.88235294,69.66666667,12.938
WCAP99-0540,0.8,0.007,23.89,0,0.01,0.53,32.64,1620,0.12097998,25.80645161,18.66666667,0.242
WWAP99-0635,0.4,0.036,84.95,0,0.01,0,34.95,33,0.049652183,39.13043478,43.33333333,15.894
OWW04440-0950,0.3,0.028,95.81,0,0.01,0.59,36.23,86,0.066176352,36.17021277,41.66666667,19.474
WWAP99-0527,0.5,0.071,85.03,0,0.01,0,36.42,24,0.125714478,52.27272727,85,53.125
WCAP99-0552,1.4,0.008,41.28,0,0.01,0.02,36.98,408,0.071729372,28.88888889,39,0.35
WWAP99-0501,0.5,0.041,99.27,0.09,0.01,0,37.78,59,0.124827586,60.97560976,70.66666667,0.107
OWW04440-0046,0.5,0.076,99.5,0,0.01,0.47,40.86,17,0.083974649,30.95238095,36.66666667,30.83
OWW04440-0046,0.5,0.076,99.5,0,0.01,0.47,40.86,17,0.058698144,35,33.66666667,30.83
WWAP99-0772,0.4,0.050118723,89.65,0,0.01,0,42.85,24,0.099078537,64.1025641,85.66666667,4.376
WORP99-0728,1.6,0.017,78.8,0.41,0.01,2.85,49.97,63,0.149677942,45.09803922,29,0.78
WMTP99-0633,0.6,0.01,96.21,0,0.01,0,50.28,98,0.100933333,33.33333333,39.66666667,2.962
OWW04440-0636,4.9,0.012,9.16,0.77,0.01,89.72,52,726,0.317620828,12.5,56.66666667,0.322
WORP99-1019,0.4,0.010964782,16.77,0.05,0.01,0,55.89,81,0.197090909,39.47368421,32.33333333,13.759
WCAP99-0618,0.4,0.013489629,65.88,0,0.01,0,63.2,193,0.082347954,36.84210526,65.66666667,5.123
WCAP99-0857,0.6,0.0616595,70.81,0.25,0.01,0,70.01,209,0.099150873,51.1627907,70.33333333,0.912
WORP99-0929,0.9,0.005623413,53.7,0.24,0.01,1.2,78.95,409,0.238388684,8,3.333333333,0.969
WWYP99-0613,0.3,0.004,31.68,0,0.01,0,87.92,743,0.197466667,23.07692308,38,0.94
WWYP99-0665,1.4,0.008317638,44.82,2.77,0.01,11.78,110.49,1982,0.156670832,23.07692308,27,2.8
WWYP99-0535,1.4,0.007,17.82,1.96,0.01,15.4,119.63,1483,0.111043091,12.5,24.66666667,4.499
WORP99-0892,0.9,0.033113112,83.92,0.01,0.01,0,134.1,61,0.054860758,34.09090909,19,NA
WORP99-0888,0.6,0.003388442,72.68,4.54,0.01,0,141.87,193,0.211192395,38.70967742,26.33333333,2.011
WIDP99-0769,0.5,0.003630781,23.27,0.4,0.01,0,145.77,259,0.145871808,37.5,71.66666667,1.02
WIDP99-0769,0.5,0.003630781,23.27,0.4,0.01,0,145.77,259,0.08302212,27.77777778,45.66666667,1.02
WCAP99-0505,0.5,0.013,60.41,0,0.01,0,152.36,59,0.048437576,49.01960784,54.66666667,54.153
WCAP99-0505,0.5,0.013,60.41,0,0.01,0,152.36,59,0.091429015,51.2195122,54,54.153
WUTP99-0665,0.4,0.001230269,60.84,0.05,0.01,0.2,200.04,181,0.091794243,42.85714286,37.33333333,0.217
WIDP99-0607,0.4,0.708,86.48,0.06,0.01,0,225.03,45,0.102425684,41.46341463,28.66666667,135.523
WCAP99-0506,0.5,0.01,63.12,1.58,0.01,4.58,274.66,91,0.103844444,34.375,31.66666667,6.578
OWW04440-1037,0.4,0.004,83,0,0.01,0,310.02,214,0.117985866,19.35483871,20,2.317
WORP99-0794,1.1,0.002,90.18,0.19,0.01,0.64,411.67,118,0.05525376,34.61538462,37.66666667,16.468
WWAP99-0526,0.2,0.013,70.99,0,0.01,0,469.25,56,0.103666502,60,78,120.086
WAZP99-0539,0.4,0.003,84.58,0,0.01,0,707.87,364,0.057919358,32.55813954,37.33333333,21.924
WAZP99-0539,0.4,0.003,84.58,0,0.01,0,707.87,364,0.050672818,25.53191489,48.66666667,21.924
WIDP99-0610,0.3,0.046,21.87,0.55,0.01,1.2,1375.04,262,0.1097885,50,37,24.16
WSDP99-0669,1.4,0.010964782,4.06,0.98,0.01,2.6,2227.25,2855,0.13726778,5,6.666666667,1.896
WSDP99-0669,1.4,0.010964782,4.06,0.98,0.01,2.6,2227.25,2855,0.146072192,4.166666667,0.333333333,1.896
WNDP99-0514,5.5,0.003,4.45,0.92,0.01,17.18,16042.16,1472,0.450572321,28.57142857,67.74193548,85.97
OWW04440-0516,0.5,0.063,97.03,0,0.02,2.93,3,141,0.081715289,15.2173913,7.333333333,0.386
OWW04440-0516,0.5,0.063,97.03,0,0.02,2.93,3,141,0.110876033,13.04347826,9,0.386
OWW04440-0447,1.1,0.035,97.68,0,0.02,2.29,3.77,167,0.109958678,18.42105263,16.33333333,0.71
WWAP99-0521,1.1,0.224,86.15,0.15,0.02,0,5.1,67,0.055410226,26.08695652,30.33333333,0.107
WWAP99-0719,0.3,0.031622777,76.56,0.11,0.02,0.04,10.97,35,0.139774609,62.16216216,83.66666667,9.758
OWW04440-1088,1.3,0.093,99.55,0,0.02,0.4,12.84,123,0.105347695,38.0952381,74,7.913
WCAP99-0756,0.2,0.019,89.5,2.3,0.02,0,13.13,56,0.157909552,37.14285714,15.66666667,2.655
WCAP99-0756,0.2,0.019,89.5,2.3,0.02,0,13.13,56,0.206187237,40.625,14,2.655
OWW04440-0467,6.6,0.095,7.57,0.07,0.02,90.31,13.24,160,0.299466667,8,2.666666667,0.021
WORP99-0803,0.5,0.004,85.88,0,0.02,0,16.16,81,0.068252374,31.11111111,25.66666667,6.166
OWW04440-0164,0.4,0.166,99.96,0,0.02,0.01,17.69,17,0.14951227,64.28571429,90,10.907
OWW04440-0108,3.1,0.355,97.04,2.57,0.02,0.35,18.38,34,0.065329084,17.0212766,15.33333333,44.049
WCAP99-1020,0.7,0.003801894,47.43,0.03,0.02,0.72,23.49,238,0.053198573,32.5,30.33333333,0.226
OWW04440-0993,0.4,0.042,88.97,1.85,0.02,9.14,26.48,78,0.120212449,21.62162162,28.46975089,1.236
WWAP99-0614,0.8,0.015,90.77,0.01,0.02,0,27.02,169,0.076577778,29.78723404,15.66666667,1.286
WUTP99-0518,0.9,0.008,72.86,0,0.02,0,47.66,245,0.113312637,28.125,10.66666667,0
OWW04440-0427,0.5,0.007,77.62,13.14,0.02,7.03,48.11,283,0.092158011,32.43243243,39,13.8489
OWW04440-0465,1.1,0.141,89.26,0.41,0.02,7.44,61.75,41,0.100130625,33.33333333,40.99378882,8.484
WCAP99-1028,0.3,0.005754399,49.05,0.02,0.02,0.04,76.92,979,0.078266667,29.78723404,36.66666667,0.255
WORP99-1002,0.4,0.009332543,78.08,0,0.02,0,116.94,133,0.133209087,47.61904762,48.66666667,6.776
NEWS04-0305,1.1,0.023,84.04,2.27,0.02,0.1,167.88,78,0.044435637,48.14814815,59.66666667,3.349
WIDP99-0511,0.2,0.01,28.43,0.88,0.02,0,168.71,229,0.200376157,31.42857143,24.66666667,3.789
WAZP99-0876,0.6,0.016982437,73.8,0.02,0.02,1.52,199.16,644,0.112288889,8.571428571,5,0.139
WWAP99-0713,0.2,0.043651583,77.37,0.05,0.02,0,200.34,38,0.119398636,62.06896552,86.41975309,429.37
WORP99-0885,0.9,0.030902954,87.45,0.01,0.02,4.6,325.6,71,0.097267879,40.74074074,19.66666667,0.505
WUTP99-0590,0.8,0.003,40.05,0.59,0.02,0,366.99,334,0.069785737,39.02439024,39,66.025
WCAP99-0515,0.2,0.009,89.19,0.05,0.02,0,371.18,151,0.088443468,41.86046512,61.33333333,38.87
WUTP99-0507,0.5,0.017,54.33,0.29,0.02,0.05,522.38,45,0.253006119,36.36363636,67.33333333,24.445
WWYP99-0525,0.4,0.004,7.29,0.12,0.02,1.26,1064.17,4614,0.135309097,4,0.389105058,1.402
WAZP99-0512,1.4,0.004,38.79,0.01,0.02,0.53,9935.48,675,0.152929383,35.48387097,65,34.415
WORP99-0806,0.9,0.021,84.81,0,0.03,0,3.48,44,0.055521674,40,39.66666667,0.249
OWW04440-0472,1.7,0.013,1.76,0,0.03,98.19,4.73,790,0.138818034,9.756097561,3,0
WORP99-0879,0.8,0.020892961,91.89,0,0.03,0,5.95,70,0.064994055,51.11111111,77.66666667,3.554
WWAP99-0720,2.9,0.10964782,76.38,0,0.03,0,5.98,76,0.191421013,10.52631579,1.666666667,1.996
OWW04440-0182,1.7,0.028,79.55,0,0.03,18.41,9.2,234,0.08612673,36.11111111,34.33333333,2.174
OWW04440-0511,0.8,0.059,92.34,0.69,0.03,6.92,10.2,72,0.061437909,35.29411765,34,6.571
OWW04440-0359,1.6,0.006,53.39,29.11,0.03,15.44,17.06,326,0.169906765,15.78947368,17,2.8408
OWW04440-0823,0.9,0.015,44.48,3.53,0.03,51.72,18.72,301,0.259867854,27.77777778,60.66666667,4.037
WORP99-0677,0.4,0.028,67.56,0.55,0.03,0.03,21.6,28,0.049099912,43.1372549,42.66666667,0.72
WAZP99-0551,0.5,0.005,58.63,0,0.03,0,28.61,483,0.180877031,9.090909091,6,3.936
WAZP99-0551,0.5,0.005,58.63,0,0.03,0,28.61,483,0.128407908,13.04347826,12,3.936
WWAP99-0637,0.4,0.015,79.11,0.06,0.03,0,31.72,61,0.067851693,42.85714286,61.66666667,77.197
NEWS04-1903,0.4,0.2,98.08,0.42,0.03,1.16,47.31,23,0.053816178,47.61904762,43.33333333,21.145
WCAP99-0662,0.4,0.015,40.47,0.18,0.03,0.3,59.33,423,0.237585763,19.35483871,5.666666667,0.282
WWAP99-0770,0.2,0.005370318,79.51,0.01,0.03,0,101.6,178,0.103268809,38,54,3.175
WORP99-0505,1.2,0.043,94.88,0,0.03,0,131.58,61,0.058885811,35.8490566,31.33333333,41.036
WSDP99-0503,1.5,0.004,0.06,0.56,0.03,47.42,280.69,732,0.123653214,14.81481482,24,2.255
WSDP99-0503,1.5,0.004,0.06,0.56,0.03,47.42,280.69,732,0.147112702,9.090909091,7.666666667,2.255
WCAP99-0560,0.5,0.007,23.31,0.07,0.03,0.24,292.93,791,0.06369911,24.3902439,33.66666667,1.734
OWW04440-0405,1.6,0.021,5.83,0.01,0.03,22.54,313.96,291,0.128085816,9.090909091,30.66666667,0
WORP99-0630,0.6,0.001,49.28,0.05,0.03,10.1,538.76,256,0.098546309,37.14285714,46.33333333,4.027
WWYP99-0524,0.6,0.004,0.45,0.32,0.03,0,2083.63,6258,0.203056593,15,20,7.086
WWYP99-0671,10.4,0.00851138,0.13,0.76,0.03,5.51,2463.17,954,0.264243974,9.090909091,18.33333333,0.042
WNDP99-0633,0.7,0.003,4.12,0.85,0.03,16.94,17340.4,1175,0.473684211,25,26.31578947,143
WCAP99-0796,0.1,0.006,44.64,0.04,0.04,0,2.49,591,0.045925019,36.20689655,38.66666667,0.316
VAEQ99-0480,58.7,0.095,69.26,5.29,0.04,21.01,3.73,131,0.12553729,5.263157895,1.333333333,0.688
OWW04440-0080,2.2,0.019,24.15,0.14,0.04,75.65,6.6,340,0.264650536,10.25641026,10,0.7102
OWW04440-0218,0.7,0.017,46.42,0,0.04,53.51,9.01,230,0.072857593,42.85714286,47,0.634
WCAP99-1008,0.2,0.010471286,85.12,0.26,0.04,0.03,16.04,139,0.07276205,50,75.66666667,0.63
OWW04440-0514,0.4,0.074,99.3,0.47,0.04,0.18,17,48,0.071428571,38.46153846,70.66666667,12.515
OWW04440-0514,0.4,0.074,99.3,0.47,0.04,0.18,17,48,0.160809886,44.73684211,64.66666667,12.515
WCAP99-0677,0.6,0.003467369,39.95,0,0.04,0.1,19.67,1171,0.053866667,26.31578947,21.33333333,0.445
OWW04440-0526,1,0.018,87.01,0,0.04,12.94,26.8,220,0.070365537,22.22222222,29.33333333,5.089
OWW04440-0526,1,0.018,87.01,0,0.04,12.94,26.8,220,0.053395717,29.09090909,45,5.089
OWW04440-0410,0.5,0.017,75.29,0.0057,0.04,24.47,31.32,131,0.083390358,31.25,37.66666667,0.07
WORP99-0613,0.8,0.004,3.73,0.01,0.04,0,35.38,291,0.050857965,32.60869565,19,0.003
WCAP99-0759,0.4,0.017,77.45,0,0.04,0,42.76,192,0.062505166,12.5,13,0.069
VAEQ99-0447,0.4,0.076,50.87,0.18,0.04,48.88,52.89,39,0.099303627,35.8974359,14.33333333,22.848
OWW04440-0805,0.4,0.135,89.27,0.06,0.04,10.42,55.47,41,0.095164954,33.33333333,57.31225296,3.952
WWYP99-0553,0.5,0.00851138,49.36,0,0.04,0,56.09,78,0.142704082,51.61290323,82.66666667,32.1
WAZP99-0833,0.7,0.004265795,93.54,0,0.04,0,100.42,367,0.083646087,35.13513514,52.33333333,1.21
NEWS04-2002,0.4,0.033,89.14,3.38,0.04,7.38,114.85,62,0.051533472,44.89795918,52,27.043
OWW04440-0233,2.8,0.589,66.17,3.44,0.04,29.33,187.72,36,0.055967481,27.27272727,28.64864865,20.455
WUTP99-0629,0.7,0.004,47.54,0,0.04,0.34,192.49,436,0.090688889,20,27,4.486
WCAP99-0825,0.4,0.019,68.34,0,0.04,0,196.28,164,0.076341428,23.40425532,22.33333333,7.952
